case,session,source_file,page,parser_speaker,blind_read_label,agree,opening_words,which_occurrence,reader_notes
h432,2003-03-06_r02,2003-03-06_r02_ORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja).-,yes,Queda aprobada la resolución. Se procederá en consecuencia.,9 of 14,
h433,2003-03-06_r02,2003-03-06_r02_ORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja).-,yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",91 of 108,"Label follows the ""Orden del Día Nº 1683"" title line"
h434,2003-03-06_r02,2003-03-06_r02_ORDINARIA.html,,Sr. Pichetto,Sr. Pichetto.-,yes,"Señor presidente: en primer lugar, la cuestión de privilegio tiene que estar fundada, sin agravio alguno hacia el resto de los senadores de la Cámara. Pero, fundamentalmente, quiero recordar que",,
h435,2003-03-06_r02,2003-03-06_r02_ORDINARIA.html,,Varios señores senadores,Varios señores senadores.-,yes,¡Que se vote!,,Printed label is a collective and not a named person
h436,2003-03-06_r02,2003-03-06_r02_ORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja).-,yes,Tiene la palabra la señora senadora Colombo.,1 of 6,"Passage is a continuation of the same turn; the label ""Así se hará."" is one paragraph above, and the closing bold marker of that label is missing (**Sr. Presidente **(Gioja). --)"
h437,2003-03-06_r02,2003-03-06_r02_ORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja).-,yes,Tiene la palabra el señor senador Cafiero.,1 of 2,
h438,2003-03-06_r02,2003-03-06_r02_ORDINARIA.html,,Sr. Yoma,Sr. Yoma.-,yes,"Señor presidente: con mucha hidalguía y con todo respeto por el señor senador Brizuela del Moral quiero decir que no tengo dudas de su legitimidad, de sus títulos y de",,"Chamber is chaired by López Arias here, not Gioja"
h439,2003-03-06_r02,2003-03-06_r02_ORDINARIA.html,,Sra. Colombo,Sra. Colombo.-,yes,"Señor presidente: voy a exponer durante menos de tres minutos. Yo dije que la Policía de la Provincia de Catamarca estuvo preparada para garantizar la realización de una elección, como",,
h440,2003-03-06_r02,2003-03-06_r02_ORDINARIA.html,,Sr. Pichetto,Sr. Pichetto.-,yes,El fiscal en ese momento... .,,"Printed with no space before the dash (**Sr. Pichetto.-- **); an intervening ""Sr. Moro. -- Pido la palabra."" turn separates it from the earlier Pichetto block"
h441,2003-03-06_r02,2003-03-06_r02_ORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja).-,yes,"No, no; lo que hay es un despacho en mayoría y un despacho en minoría.",,
h442,2003-03-06_r02,2003-03-06_r02_ORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja).-,yes,Tiene la palabra el señor senador Maestro.,7 of 11,Passage continues the same turn after a paragraph break
h443,2003-03-13_r04,2003-03-13_r04_ORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja).-,yes,Los pedidos de inserción se van a votar en forma conjunta al final. Tiene la palabra la señora senadora Avelín.,,Label printed without its closing bold marker (**Sr. Presidente **(Gioja). --)
h444,2003-03-13_r04,2003-03-13_r04_ORDINARIA.html,,Sr. Secretario (Oyarzún),Sr. Secretario (Oyarzún).-,yes,(Lee:),,"Passage itself is the stage note ( Lee: ), spoken by the Secretary"
h445,2003-04-09_r06,2003-04-09_r06_ORDINARIA.html,,Sr. Presidente (López Arias),Sr. Presidente (López Arias).-,yes,"En consideración el apartamiento del Reglamento para que la votación no sea nominal. Si no se hace uso de la palabra, se va a votar.",,"Preceding turn is labelled ""Sr Pichetto"" with no period after Sr"
h446,2003-04-09_r06,2003-04-09_r06_ORDINARIA.html,,Sr. Pichetto,Sr. Pichetto.-,yes,Señor presidente: pido que se ratifique que el proyecto fue aprobado por los votos que exige el Reglamento y la Constitución. Se aprobó por unanimidad.,,
h447,2003-05-07_r07,2003-05-07_r07_ESPECIAL.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja).-,yes,La sesión pública especial está abierta.,,First speaking turn of the file; it follows the sumario and the time-of-day note
h448,2003-05-07_r08,2003-05-07_r08_ORDINARIA.html,,Sr. Pichetto,Sr. Pichetto.-,yes,Pido la palabra.,1 of 20,"Label is NOT bold on the page: the section heading run (** 1 ** Modificación del Plan de Labor) swallows the opening marker, so the page shows plain ""Sr. Pichetto. -- **"""
h449,2003-05-07_r08,2003-05-07_r08_ORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja).-,yes,"Señor senador Maestro: por favor, sea breve.",,"Bold closes before the name here (**Sr. Presidente** (Gioja).--), the opposite of the pattern used earlier in the same file"
h450,2003-05-07_r08,2003-05-07_r08_ORDINARIA.html,,Sr. Morales,Sr. Morales.-,yes,"Simplemente quiero mencionar que, lógicamente, vamos a apoyar el orden de prioridades que ha planteado el presidente del bloque Justicialista.",,
h451,2003-05-07_r08,2003-05-07_r08_ORDINARIA.html,,Sr. Lamberto,Sr. Lamberto. --,yes,"Señor presidente: respecto de este tema considero que necesitaríamos una información adicional, porque se dan dos situaciones. Por un lado tenemos la emergencia agropecuaria, que funciona través de una resolución",,
h452,2003-05-07_r08,2003-05-07_r08_ORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja). --,yes,"Tiene la palabra, primero, el senador Pichetto y, luego, el senador Baglini.",,"Sr. Pichetto's one-line ""Pido la palabra."" intervenes just above, but the Presidente label is the nearest one."
h453,2003-05-07_r08,2003-05-07_r08_ORDINARIA.html,,Sra. Negre de Alonso,Sra. Negre de Alonso. --,yes,El ex artículo 7 en su segunda parte contempla un crédito de 100 millones de pesos destinados a cubrir las obligaciones vencidas que la Nación tiene con las provincias no,,
h454,2003-05-07_r08,2003-05-07_r08_ORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja).--,yes,"Se dejará constancia. Corresponde votar las inserciones solicitadas oportunamente. Si no se hace uso de la palabra, se va a votar.",,"printed with no space before the dash: ""(Gioja).--"""
h455,2003-05-08_r00,2003-05-08_r00_ASAMBLEA.html,,Sr. Secretario (Oyarzún),Sr. Secretario (Oyarzún). --,yes,"Señoras y señores senadores: Nicolás Fernández, Marcelo López Arias, Malvina Seguí, Jorge Capitanich, Jorge Colazo y Pedro Salvatori; las señoras y señores diputados Julio Rodolfo Solanas, Saúl Ubaldini, Irma Roy,",,"bold is broken in this stretch: the section heading opens a bold run that is never closed, so ""Sr. Presidente"" and ""Sr. Secretario"" here are not wrapped in their own bold markers"
h456,2003-06-04_r10,2003-06-04_r10_ORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja). --,yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar con la modificación señalada por Secretaría.",2 of 3,"same broken bold as h455: the ""Expediente / Orden del Día"" heading swallows the following label's bold. A Sr. Secretario (Estrada) turn sits inside that heading block just above."
h457,2003-06-04_r10,2003-06-04_r10_ORDINARIA.html,,Sra. Fernández de Kirchner,Sra. Fernández de Kirchner. --,yes,Señor presidente: la Comisión de Asuntos Constitucionales convocada para el día de ayer tuvo por objeto tratar precisamente el expediente P.E. 155/03 que consistía básicamente en un proyecto de ley,,"printed as ""Sra. Fernández de Kirchner**. --"" - the bold closes before the period, not after the dash"
h458,2003-06-04_r10,2003-06-04_r10_ORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja). --,yes,Tiene la palabra el senador Maestro.,1 of 2,
h459,2003-06-04_r10,2003-06-04_r10_ORDINARIA.html,,Sr. Pichetto,Sr. Pichetto. --,yes,Cómo no.,,
h460,2003-06-04_r10,2003-06-04_r10_ORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja). --,yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",14 of 15,"broken bold again: the label follows the ""Expediente S. 1038/03"" heading whose bold run is still open"
h461,2003-06-04_r10,2003-06-04_r10_ORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja). --,yes,Queda aprobada la preferencia.,2 of 2,"speech resumes after the stenographer's note ""-- La votación resulta afirmativa."" under a repeated Presidente label"
h462,2003-06-04_r10,2003-06-04_r10_ORDINARIA.html,,Sra. Colombo,Sra. Colombo. --,yes,Señor presidente...,1 of 2,
h463,2003-06-04_r10,2003-06-04_r10_ORDINARIA.html,,Sr. Maestro,Sr. Maestro. --,yes,Señor presidente...,2 of 2,"two near-identical passages: this is the second ""Señor presidente..."", after the Presidente's ""Senadora Colombo: estamos votando."""
h464,2003-06-11_r11,2003-06-11_r11_ORDINARIA.html,,Sr. Presidente (López Arias),Sr. Presidente (López Arias). --,yes,"Solicito a los auxiliares de los bloques que tomen las medidas necesarias para que los señores senadores acudan al recinto, ya que ha pasado media hora del horario previsto para",,"first label in the file; just above it are three stray unmatched ** markers and the opening note ""-- En Buenos Aires, a las 16 y 06..."""
h465,2003-06-11_r11,2003-06-11_r11_ORDINARIA.html,,Sr. Presidente (López Arias),Sr. Presidente (López Arias). --,yes,Invito al señor senador por Formosa don José Miguel Ángel Mayans a proceder al izamiento de la bandera nacional en el mástil del recinto y a los presentes a ponerse,,
h466,2003-06-11_r11,2003-06-11_r11_ORDINARIA.html,,Sr. Presidente (López Arias),Sr. Presidente (López Arias). --,yes,Obra sobre las bancas de los señores senadores el plan de labor aprobado en el plenario de labor parlamentaria celebrado en el día de ayer. Por Secretaría se dará lectura:,,
h467,2003-06-11_r11,2003-06-11_r11_ORDINARIA.html,,Sra. Seguí,Sra. Seguí. --,yes,"El mismo tratamiento solicito para el proyecto que figura en el expediente S. 189/02; ambos fueron presentados en forma conjunta. Concretamente, la iniciativa que figura en el expediente S. 189/02",,
h468,2003-06-11_r11,2003-06-11_r11_ORDINARIA.html,,Sr. Maestro,Sr. Maestro. --,yes,"Señor presidente: con ánimo de colaborar en la resolución de esta cuestión, mantenemos el pedido de autorización a la Cámara para la abstención del señor miembro informante --senador Baglini-- y",,
h469,2003-06-11_r11,2003-06-11_r11_ORDINARIA.html,,Sr. Passo,Sr. Passo. --,yes,"Perdón, presidente: además de mantenerlo, yo lo reafirmo luego de la inoportuna apreciación del presidente del bloque de senadores justicialistas. Cualquier otra interpretación sería un canje en el que yo",,"the Presidente label two turns above is misprinted as ""Sr. Presidente **López Arias)**. --"" - opening parenthesis missing"
h470,2003-06-11_r11,2003-06-11_r11_ORDINARIA.html,,Sr. Presidente (López Arias),Sr. Presidente (López Arias). --,yes,Señora senadora: yo le pido...,,
h471,2003-06-11_r11,2003-06-11_r11_ORDINARIA.html,,Sr. Presidente (López Arias),Sr. Presidente (López Arias). --,yes,Corresponde considerar el dictamen de la Comisión de Agricultura y Ganadería en el proyecto de ley en revisión sobre promoción y producción del gusano de seda. (Orden del Día Nº,,
h472,2003-06-11_r11,2003-06-11_r11_ORDINARIA.html,,Sr. Presidente (López Arias),Sr. Presidente (López Arias). --,yes,Queda sancionado el proyecto de ley. Vuelve a la Cámara de Diputados.,,
h473,2003-06-11_r11,2003-06-11_r11_ORDINARIA.html,,Sr. Presidente (López Arias),Sr. Presidente (López Arias). --,yes,Corresponde considerar el dictamen de la Comisión de Presupuesto y Hacienda en el proyecto de ley del señor senador López Arias y de la señora senadora Escudero por el que,,"printed with a double space before the closing bold: ""(López Arias). --  """
h474,2003-06-11_r11,2003-06-11_r11_ORDINARIA.html,,Sra. Ibarra,Sra. Ibarra. --,yes,Pido la palabra.,12 of 15,"Sra. Gómez de Bertone says the identical ""Pido la palabra."" in the line immediately above; this is the 12th occurrence, which is Ibarra's"
h475,2003-06-11_r11,2003-06-11_r11_ORDINARIA.html,,Sr. Presidente (López Arias),Sr. Presidente (López Arias). --,yes,"Si reitera el tema, para información de los señores senadores, lo sometemos a votación.",,
h476,2003-06-11_r11,2003-06-11_r11_ORDINARIA.html,,Sr. Presidente (López Arias),Sr. Presidente (López Arias). --,yes,Señora senadora Ibarra...,,Label sits immediately above; passage is a short one-line turn between two Sra. Ibarra turns.
h477,2003-07-02_r14,2003-07-02_r14_ORDINARIA.html,,Sr. Pichetto,Sr. Pichetto. --,yes,Pido la palabra.,1 of 7,First label in the file after the session-opening note; the preceding bold runs are the sumario/title block.
h478,2003-07-02_r14,2003-07-02_r14_ORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja). --,yes,"Habiéndose cumplido el tiempo solicitado, por Secretaría se pasará lista.",,"Label immediately above, after the stenographic note --Luego de unos minutos:."
h479,2003-07-02_r14,2003-07-02_r14_ORDINARIA.html,,Varios señores senadores,Varios señores senadores. -,yes,"Ya hay quórum, señor presidente.",,"Collective label, not a person. Printed as bold 'Varios señores senadores.' with the dash left outside the bold run and as a single hyphen."
h480,2003-07-02_r14,2003-07-02_r14_ORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja). --,yes,Queda aprobada la resolución. Se comunicará a la Honorable Cámara de Diputados.,2 of 36,
h481,2003-07-02_r14,2003-07-02_r14_ORDINARIA.html,,Sr. Secretario (Estrada),Sr. Secretario (Estrada). --,yes,"Secretaría informa que se reemplaza ""152°"" por ""153°"".",1 of 2,"Bold markup is broken here: the bold run swallows the heading 'Orden del Día Nº 93' and the words 'Sr. Secretario ', so the label is not a clean bold run of its own."
h482,2003-07-02_r14,2003-07-02_r14_ORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja).--,yes,Corresponde considerar el dictamen de la Comisión Parlamentaria Mixta Revisora de Cuentas de la Administración en la resoluciones remitidas por la Auditoría General de la Nación sobre estados financieros del,2 of 3,Printed with no space before the dashes.
h483,2003-07-02_r14,2003-07-02_r14_ORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja). --,yes,Queda aprobada la declaración. Se procederá en consecuencia.,37 of 72,
h484,2003-07-02_r14,2003-07-02_r14_ORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja). --,yes,Queda aprobada la declaración. Se procederá en consecuencia.,53 of 72,
h485,2003-07-02_r14,2003-07-02_r14_ORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja).--,yes,Corresponde considerar el dictamen de la Comisión Parlamentaria Mixta Revisora de Cuentas de la Administración en el expediente Oficiales Varios 613/2000 por el que la Auditoría General de la Nación,,Printed with no space before the dashes.
h486,2003-07-02_r14,2003-07-02_r14_ORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja). --,yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",98 of 150,Same broken bold as h481: the run covers 'Orden del Día Nº 180' and 'Sr. Presidente ' together.
h487,2003-07-02_r14,2003-07-02_r14_ORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja). --,yes,Corresponde considerar el dictamen de la Comisión de Trabajo y Previsión Social en el proyecto de comunicación del señor senador Moro por el que se solicita la intervención del Poder,,
h488,2003-07-02_r14,2003-07-02_r14_ORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja).--,yes,Corresponde considerar el dictamen de la Comisión Parlamentaria Mixta Revisora de Cuentas de la Administración en la resolución remitida por la Auditoría General de la Nación sobre auditorias en el,,Printed with no space before the dashes.
h489,2003-07-02_r14,2003-07-02_r14_ORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja). --,yes,Queda aprobada la resolución. Se comunicará a la Honorable Cámara de Diputados.,26 of 36,
h490,2003-07-02_r14,2003-07-02_r14_ORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja). --,yes,"Corresponde considerar el dictamen de la Comisión de Agricultura, Ganadería y Pesca en el proyecto de comunicación del señor senador Falcó por el que se solicitan informes acerca de los",,
h491,2003-07-02_r14,2003-07-02_r14_ORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja). --,yes,Queda aprobada la resolución. Se comunicará a la Honorable Cámara de Diputados.,31 of 36,
h492,2003-07-02_r14,2003-07-02_r14_ORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja). --,yes,"Corresponde considerar el dictamen de la Comisión de Educación, Cultura, Ciencia y Tecnología en el proyecto de declaración de la señora senadora Negre de Alonso por el que se adhiere",2 of 2,
h493,2003-07-02_r14,2003-07-02_r14_ORDINARIA.html,,Sra. Escudero,Sra. Escudero. --,yes,"Señor presidente: creo que esta tarde el Senado va a producir un hecho político, como es acompañar las demandas de la sociedad en cuanto a lograr una mayor transparencia en",,Label immediately above; the preceding president turn is printed 'Sr. Presidente **(López Arias)**. **--** **' with the dashes bolded separately.
h494,2003-07-02_r14,2003-07-02_r14_ORDINARIA.html,,Sr. Maestro,Sr. Maestro. --,yes,"Sí, señor presidente.",6 of 7,One-word turn granting an interruption; label immediately above.
h495,2003-07-02_r14,2003-07-02_r14_ORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja). --,yes,Tiene la palabra el señor senador López Arias.,2 of 2,"In this stretch the labels are bolded only up to the surname, with '(Gioja). --' outside the bold run."
h496,2003-10-29_r28,2003-10-29_r28_TRIBUNAL_DE_JUICIO_POLITICO.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja) . —,yes,¿Sería el punto 4.1?,,Different file: labels here carry no bold markup at all and use an em dash with a space before the period.
h497,2003-10-29_r28,2003-10-29_r28_TRIBUNAL_DE_JUICIO_POLITICO.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja) . —,yes,Tiene la palabra la senadora Escudero.,1 of 2,"No bold markup in this file; label immediately above, after the reading of the dictamen by Sr. Secretario (Estrada)."
h498,2003-10-29_r28,2003-10-29_r28_TRIBUNAL_DE_JUICIO_POLITICO.html,,Sra. Fernández de Kirchner,Sra. Fernández de Kirchner. —,yes,"No puedo dejar pasar esto por alto. Es cierto, ha sido aprobada la resolución con mayoría de más de dos tercios. Pero también quiero dejar aclarado que nunca este Senado,",,No bold markup in this file; the president had just given her the floor as 'la señora presidenta de la comisión'.
